antecedent,consequent,confidence
"frozenset({""Mother's qualification_19""})",frozenset({'Educational special needs_0'}),0.9900771775082691
frozenset({'Course_9003'}),frozenset({'Application order_1'}),0.98989898989899
frozenset({'Application mode_44'}),frozenset({'Application order_1'}),0.98989898989899
frozenset({'Course_9003'}),frozenset({'International_0'}),0.98989898989899
frozenset({'Displaced_0'}),frozenset({'Educational special needs_0'}),0.9898936170212767
frozenset({'Target_Dropout'}),frozenset({'Educational special needs_0'}),0.9895131086142323
"frozenset({""Father's occupation_8""})",frozenset({'Educational special needs_0'}),0.9895104895104895
frozenset({'Target_Graduate'}),frozenset({'Educational special needs_0'}),0.989387361312108
frozenset({'Daytime/evening attendance_0'}),frozenset({'International_0'}),0.9891067538126361
"frozenset({""Father's qualification_19""})",frozenset({'Educational special needs_0'}),0.9890590809628009
frozenset({'Course_9500'}),frozenset({'International_0'}),0.9889042995839112
frozenset({'Debtor_0'}),frozenset({'Educational special needs_0'}),0.9888888888888889
frozenset({'Course_9853'}),frozenset({'International_0'}),0.9888888888888889
frozenset({'Course_9147'}),frozenset({'Educational special needs_0'}),0.9887323943661972
frozenset({'Nacionality_1.0'}),frozenset({'Educational special needs_0'}),0.9886706948640483
"frozenset({""Mother's qualification_38""})",frozenset({'Educational special needs_0'}),0.9886363636363636
"frozenset({""Father's occupation_3""})",frozenset({'Educational special needs_0'}),0.9886363636363636
frozenset({'International_0'}),frozenset({'Educational special needs_0'}),0.9886279357231149
"frozenset({""Father's qualification_37""})",frozenset({'Educational special needs_0'}),0.9885964912280701
frozenset({'Marital status_4'}),frozenset({'International_0'}),0.9885057471264368
frozenset({'Application order_2'}),frozenset({'Educational special needs_0'}),0.9882583170254403
frozenset({'Course_9991'}),frozenset({'International_0'}),0.9881889763779528
frozenset({'Tuition fees up to date_1'}),frozenset({'Educational special needs_0'}),0.9879715691634773
"frozenset({""Father's qualification_38""})",frozenset({'Educational special needs_0'}),0.9878234398782344
frozenset({'Application mode_17'}),frozenset({'International_0'}),0.9877750611246944
"frozenset({""Mother's occupation_3""})",frozenset({'Educational special needs_0'}),0.9877675840978594
frozenset({'Age group_23-27'}),frozenset({'Educational special needs_0'}),0.9877300613496932
frozenset({'Displaced_1'}),frozenset({'Educational special needs_0'}),0.9876868953386104
"frozenset({""Mother's qualification_3""})",frozenset({'Educational special needs_0'}),0.9876543209876543
frozenset({'Previous qualification_1'}),frozenset({'Educational special needs_0'}),0.9876472278081011
frozenset({'Marital status_1'}),frozenset({'Educational special needs_0'}),0.9874932028276238
frozenset({'Application order_4'}),frozenset({'International_0'}),0.9873949579831933
frozenset({'Application order_4'}),frozenset({'Daytime/evening attendance_1'}),0.9873949579831933
frozenset({'Gender_0.0'}),frozenset({'Educational special needs_0'}),0.9873228933631618
frozenset({'Unemployment rate bins_10-15%'}),frozenset({'Educational special needs_0'}),0.9873108833577355
frozenset({'Daytime/evening attendance_1'}),frozenset({'Educational special needs_0'}),0.9872801082543978
frozenset({'Debtor_1'}),frozenset({'Educational special needs_0'}),0.9870689655172413
"frozenset({""Father's qualification_1""})",frozenset({'Educational special needs_0'}),0.9868891537544696
frozenset({'Application order_5'}),frozenset({'International_0'}),0.9865771812080537
frozenset({'Application mode_39'}),frozenset({'International_0'}),0.9865591397849462
frozenset({'Application mode_17'}),frozenset({'Educational special needs_0'}),0.9865525672371638
frozenset({'Target_Graduate'}),frozenset({'Tuition fees up to date_1'}),0.9864930053063193
"frozenset({""Father's occupation_9""})",frozenset({'Educational special needs_0'}),0.9864158829676071
frozenset({'Age group_18-22'}),frozenset({'Educational special needs_0'}),0.9863253856942497
frozenset({'Application order_3'}),frozenset({'Daytime/evening attendance_1'}),0.9861111111111112
frozenset({'Application order_3'}),frozenset({'Previous qualification_1'}),0.9861111111111112
frozenset({'Marital status_2'}),frozenset({'International_0'}),0.9860335195530726
frozenset({'Age group_18-22'}),frozenset({'Daytime/evening attendance_1'}),0.9859747545582047
"frozenset({""Mother's occupation_5""})",frozenset({'International_0'}),0.9857433808553971
"frozenset({""Mother's occupation_5""})",frozenset({'Educational special needs_0'}),0.9857433808553971
"frozenset({""Mother's occupation_0""})",frozenset({'International_0'}),0.9857142857142858
frozenset({'Course_9070'}),frozenset({'Nacionality_1.0'}),0.9857142857142858
"frozenset({""Father's occupation_5""})",frozenset({'Educational special needs_0'}),0.98559670781893
frozenset({'Previous qualification_39'}),frozenset({'Educational special needs_0'}),0.9852941176470589
frozenset({'Target_Enrolled'}),frozenset({'Educational special needs_0'}),0.985254691689008
"frozenset({""Mother's qualification_1""})",frozenset({'Educational special needs_0'}),0.9848942598187311
frozenset({'Application mode_44'}),frozenset({'Educational special needs_0'}),0.9848484848484849
frozenset({'Course_171'}),frozenset({'Marital status_1'}),0.9847715736040609
"frozenset({""Father's qualification_19""})",frozenset({'International_0'}),0.9846827133479212
"frozenset({""Father's occupation_1""})",frozenset({'Educational special needs_0'}),0.984375
frozenset({'Application mode_1'}),frozenset({'Educational special needs_0'}),0.9843554443053817
frozenset({'Application order_6'}),frozenset({'Nacionality_1.0'}),0.984251968503937
"frozenset({""Mother's occupation_4""})",frozenset({'International_0'}),0.9842105263157894
"frozenset({""Mother's occupation_4""})",frozenset({'Educational special needs_0'}),0.9842105263157894
"frozenset({""Mother's qualification_34""})",frozenset({'International_0'}),0.9841269841269841
frozenset({'Previous qualification_3'}),frozenset({'Nacionality_1.0'}),0.9836065573770492
frozenset({'Previous qualification_3'}),frozenset({'Scholarship holder_0'}),0.9836065573770492
frozenset({'Scholarship holder_1'}),frozenset({'Educational special needs_0'}),0.9835430784123911
"frozenset({""Father's occupation_5""})",frozenset({'International_0'}),0.9835390946502057
"frozenset({""Father's occupation_4""})",frozenset({'Educational special needs_0'}),0.9834254143646409
frozenset({'Course_9853'}),frozenset({'Educational special needs_0'}),0.9833333333333333
frozenset({'Application order_4'}),frozenset({'Previous qualification_1'}),0.9831932773109243
"frozenset({""Mother's occupation_2""})",frozenset({'Educational special needs_0'}),0.9831081081081081
"frozenset({""Mother's qualification_38""})",frozenset({'International_0'}),0.9829545454545454
frozenset({'Application order_3'}),frozenset({'Marital status_1'}),0.9826388888888888
frozenset({'Application order_3'}),frozenset({'Educational special needs_0'}),0.9826388888888888
"frozenset({""Mother's qualification_19""})",frozenset({'International_0'}),0.9823594266813671
frozenset({'Application mode_18'}),frozenset({'Marital status_1'}),0.9823008849557522
frozenset({'International_0'}),frozenset({'Nacionality_1.0'}),0.9819530284301607
frozenset({'Application mode_1'}),frozenset({'International_0'}),0.9818523153942428
frozenset({'Scholarship holder_1'}),frozenset({'International_0'}),0.9816069699903195
"frozenset({""Father's qualification_34""})",frozenset({'International_0'}),0.9811320754716981
"frozenset({""Father's occupation_7""})",frozenset({'International_0'}),0.9809523809523809
frozenset({'Course_9773'}),frozenset({'Educational special needs_0'}),0.9808306709265175
frozenset({'Course_9670'}),frozenset({'Educational special needs_0'}),0.9807692307692307
frozenset({'Unemployment rate bins_15%+'}),frozenset({'Educational special needs_0'}),0.9807427785419532
"frozenset({""Mother's occupation_7""})",frozenset({'Educational special needs_0'}),0.980544747081712
"frozenset({""Father's occupation_3""})",frozenset({'International_0'}),0.9801136363636364
frozenset({'Application order_5'}),frozenset({'Age group_18-22'}),0.9798657718120806
"frozenset({""Father's qualification_37""})",frozenset({'International_0'}),0.9798245614035088
"frozenset({""Mother's occupation_1""})",frozenset({'Nacionality_1.0'}),0.9791666666666666
frozenset({'Course_9238'}),frozenset({'International_0'}),0.9791666666666666
"frozenset({""Mother's occupation_1""})",frozenset({'International_0'}),0.9791666666666666
frozenset({'Age group_28-35'}),frozenset({'International_0'}),0.9790897908979089
frozenset({'Gender_1.0'}),frozenset({'International_0'}),0.9790648988136776
frozenset({'Application order_4'}),frozenset({'Marital status_1'}),0.9789915966386554
frozenset({'Application order_4'}),frozenset({'Educational special needs_0'}),0.9789915966386554
"frozenset({""Mother's qualification_37""})",frozenset({'International_0'}),0.9789029535864979
frozenset({'Application mode_1'}),frozenset({'Marital status_1'}),0.9787234042553191
frozenset({'Debtor_0'}),frozenset({'International_0'}),0.9780487804878049
frozenset({'Unemployment rate bins_15%+'}),frozenset({'International_0'}),0.9779917469050894
frozenset({'Course_9670'}),frozenset({'International_0'}),0.9769230769230769
frozenset({'Application mode_1'}),frozenset({'Daytime/evening attendance_1'}),0.976846057571965
"frozenset({""Mother's occupation_7""})",frozenset({'Nacionality_1.0'}),0.9766536964980544
"frozenset({""Father's occupation_1""})",frozenset({'International_0'}),0.9765625
frozenset({'Tuition fees up to date_1'}),frozenset({'International_0'}),0.9764898851831602
frozenset({'Application order_6'}),frozenset({'Educational special needs_0'}),0.9763779527559056
frozenset({'Course_9238'}),frozenset({'Educational special needs_0'}),0.9761904761904762
frozenset({'Target_Dropout'}),frozenset({'International_0'}),0.9760299625468165
"frozenset({""Father's qualification_38""})",frozenset({'Nacionality_1.0'}),0.9756468797564688
"frozenset({""Father's occupation_0""})",frozenset({'Nacionality_1.0'}),0.975609756097561
"frozenset({""Mother's occupation_3""})",frozenset({'International_0'}),0.9755351681957186
frozenset({'Previous qualification_39'}),frozenset({'International_0'}),0.9754901960784313
frozenset({'Displaced_1'}),frozenset({'International_0'}),0.974934036939314
frozenset({'Application mode_44'}),frozenset({'International_0'}),0.9747474747474747
frozenset({'Course_171'}),frozenset({'Educational special needs_0'}),0.9746192893401016
frozenset({'Application mode_17'}),frozenset({'Daytime/evening attendance_1'}),0.9743276283618582
frozenset({'Target_Graduate'}),frozenset({'International_0'}),0.9739507959479016
frozenset({'Educational special needs_0'}),frozenset({'International_0'}),0.9737034331628927
frozenset({'Unemployment rate bins_10-15%'}),frozenset({'International_0'}),0.9736456808199122
frozenset({'Application mode_18'}),frozenset({'International_0'}),0.9734513274336283
frozenset({'Age group_18-22'}),frozenset({'International_0'}),0.9733520336605891
frozenset({'Application order_5'}),frozenset({'Marital status_1'}),0.9731543624161074
"frozenset({""Father's occupation_4""})",frozenset({'International_0'}),0.9723756906077348
frozenset({'Displaced_0'}),frozenset({'International_0'}),0.9723404255319149
frozenset({'Application order_3'}),frozenset({'International_0'}),0.9722222222222222
frozenset({'Application order_3'}),frozenset({'Age group_18-22'}),0.9722222222222222
frozenset({'Application order_1'}),frozenset({'International_0'}),0.9721733004579077
"frozenset({""Father's occupation_8""})",frozenset({'International_0'}),0.972027972027972
frozenset({'Marital status_1'}),frozenset({'International_0'}),0.9719956498096791
frozenset({'Daytime/evening attendance_1'}),frozenset({'International_0'}),0.9718538565629229
frozenset({'Unemployment rate bins_5-10%'}),frozenset({'International_0'}),0.9716981132075472
"frozenset({""Father's qualification_34""})",frozenset({'Nacionality_1.0'}),0.9716981132075472
frozenset({'Course_9070'}),frozenset({'Educational special needs_0'}),0.9714285714285714
"frozenset({""Mother's occupation_0""})",frozenset({'Nacionality_1.0'}),0.9714285714285714
frozenset({'Scholarship holder_0'}),frozenset({'International_0'}),0.9711630887536046
frozenset({'Course_9500'}),frozenset({'Nacionality_1.0'}),0.970873786407767
frozenset({'Previous qualification_1'}),frozenset({'International_0'}),0.9706980752657283
frozenset({'Gender_0.0'}),frozenset({'International_0'}),0.9705443698732289
frozenset({'Course_9238'}),frozenset({'Nacionality_1.0'}),0.9702380952380952
frozenset({'Course_9003'}),frozenset({'Nacionality_1.0'}),0.9696969696969697
frozenset({'Application mode_7'}),frozenset({'Nacionality_1.0'}),0.9696969696969697
frozenset({'Marital status_2'}),frozenset({'Nacionality_1.0'}),0.9692737430167597
frozenset({'Target_Enrolled'}),frozenset({'International_0'}),0.9691689008042895
frozenset({'Course_9147'}),frozenset({'International_0'}),0.9690140845070423
"frozenset({""Father's occupation_1""})",frozenset({'Nacionality_1.0'}),0.96875
"frozenset({""Father's occupation_3""})",frozenset({'Nacionality_1.0'}),0.96875
frozenset({'Application order_2'}),frozenset({'International_0'}),0.9686888454011742
frozenset({'Application order_6'}),frozenset({'Age group_18-22'}),0.968503937007874
frozenset({'Course_9991'}),frozenset({'Nacionality_1.0'}),0.968503937007874
"frozenset({""Mother's qualification_34""})",frozenset({'Nacionality_1.0'}),0.9682539682539683
frozenset({'Application mode_17'}),frozenset({'Nacionality_1.0'}),0.9682151589242054
frozenset({'Previous qualification_19'}),frozenset({'Nacionality_1.0'}),0.9681528662420382
frozenset({'Scholarship holder_1'}),frozenset({'Nacionality_1.0'}),0.968054211035818
"frozenset({""Mother's qualification_3""})",frozenset({'International_0'}),0.9679012345679012
frozenset({'Daytime/evening attendance_0'}),frozenset({'Nacionality_1.0'}),0.9673202614379085
frozenset({'Age group_23-27'}),frozenset({'International_0'}),0.967280163599182
frozenset({'Displaced_1'}),frozenset({'Marital status_1'}),0.9670184696569921
"frozenset({""Mother's qualification_19""})",frozenset({'Nacionality_1.0'}),0.9669239250275634
frozenset({'Course_9853'}),frozenset({'Nacionality_1.0'}),0.9666666666666667
"frozenset({""Mother's occupation_9""})",frozenset({'International_0'}),0.9664204163868368
frozenset({'Application order_4'}),frozenset({'Nacionality_1.0'}),0.9663865546218487
frozenset({'Course_9254'}),frozenset({'International_0'}),0.9663865546218487
frozenset({'Course_8014'}),frozenset({'Nacionality_1.0'}),0.9658536585365853
"frozenset({""Mother's qualification_1""})",frozenset({'International_0'}),0.9657603222557906
frozenset({'Previous qualification_39'}),frozenset({'Nacionality_1.0'}),0.9656862745098039
frozenset({'Application mode_1'}),frozenset({'Nacionality_1.0'}),0.9655819774718398
frozenset({'Marital status_4'}),frozenset({'Nacionality_1.0'}),0.9655172413793104
frozenset({'Application mode_44'}),frozenset({'Nacionality_1.0'}),0.9646464646464646
frozenset({'Application mode_44'}),frozenset({'Marital status_1'}),0.9646464646464646
frozenset({'Course_9085'}),frozenset({'International_0'}),0.964516129032258
"frozenset({""Father's occupation_9""})",frozenset({'International_0'}),0.9644723092998955
"frozenset({""Mother's occupation_5""})",frozenset({'Nacionality_1.0'}),0.9633401221995926
"frozenset({""Mother's occupation_3""})",frozenset({'Nacionality_1.0'}),0.963302752293578
"frozenset({""Father's occupation_5""})",frozenset({'Nacionality_1.0'}),0.9629629629629629
"frozenset({""Father's occupation_2""})",frozenset({'International_0'}),0.9627659574468085
frozenset({'Course_9500'}),frozenset({'Debtor_0'}),0.9625520110957004
frozenset({'Application mode_39'}),frozenset({'Nacionality_1.0'}),0.9623655913978495
frozenset({'Application order_4'}),frozenset({'Age group_18-22'}),0.9621848739495799
frozenset({'Course_9070'}),frozenset({'Marital status_1'}),0.9619047619047619
"frozenset({""Mother's occupation_4""})",frozenset({'Nacionality_1.0'}),0.9618421052631579
frozenset({'Displaced_1'}),frozenset({'Daytime/evening attendance_1'}),0.9617414248021108
"frozenset({""Father's qualification_19""})",frozenset({'Nacionality_1.0'}),0.9617067833698031
frozenset({'Course_9119'}),frozenset({'International_0'}),0.9615384615384616
frozenset({'Course_9085'}),frozenset({'Nacionality_1.0'}),0.9612903225806452
"frozenset({""Father's occupation_1""})",frozenset({'Scholarship holder_0'}),0.9609375
frozenset({'Previous qualification_39'}),frozenset({'Marital status_1'}),0.9607843137254902
"frozenset({""Father's qualification_37""})",frozenset({'Nacionality_1.0'}),0.9605263157894737
"frozenset({""Mother's qualification_3""})",frozenset({'Marital status_1'}),0.9604938271604938
"frozenset({""Mother's qualification_3""})",frozenset({'Nacionality_1.0'}),0.9604938271604938
frozenset({'Debtor_0'}),frozenset({'Nacionality_1.0'}),0.9604336043360434
"frozenset({""Father's occupation_10""})",frozenset({'Nacionality_1.0'}),0.9603174603174603
"frozenset({""Mother's occupation_3""})",frozenset({'Marital status_1'}),0.9602446483180428
"frozenset({""Mother's qualification_38""})",frozenset({'Nacionality_1.0'}),0.9602272727272727
frozenset({'Gender_1.0'}),frozenset({'Nacionality_1.0'}),0.9602233077459874
frozenset({'Target_Graduate'}),frozenset({'Nacionality_1.0'}),0.9599614085865895
frozenset({'Course_9500'}),frozenset({'Tuition fees up to date_1'}),0.9597780859916782
frozenset({'Application order_5'}),frozenset({'Nacionality_1.0'}),0.959731543624161
"frozenset({""Mother's qualification_1""})",frozenset({'Marital status_1'}),0.959718026183283
"frozenset({""Mother's occupation_2""})",frozenset({'Marital status_1'}),0.9594594594594594
frozenset({'Course_171'}),frozenset({'International_0'}),0.9593908629441624
"frozenset({""Father's occupation_0""})",frozenset({'Scholarship holder_0'}),0.959349593495935
frozenset({'Scholarship holder_1'}),frozenset({'Tuition fees up to date_1'}),0.9593417231364957
frozenset({'Tuition fees up to date_1'}),frozenset({'Nacionality_1.0'}),0.9589939857845817
frozenset({'Displaced_1'}),frozenset({'Nacionality_1.0'}),0.9586631486367634
"frozenset({""Father's occupation_4""})",frozenset({'Nacionality_1.0'}),0.9585635359116023
frozenset({'Unemployment rate bins_10-15%'}),frozenset({'Nacionality_1.0'}),0.9585163494387506
frozenset({'Course_9773'}),frozenset({'Marital status_1'}),0.9584664536741214
frozenset({'Application mode_17'}),frozenset({'Age group_18-22'}),0.9584352078239609
"frozenset({""Mother's qualification_37""})",frozenset({'Nacionality_1.0'}),0.9578059071729957
frozenset({'Course_9670'}),frozenset({'Nacionality_1.0'}),0.9576923076923077
"frozenset({""Father's occupation_2""})",frozenset({'Nacionality_1.0'}),0.9574468085106383
frozenset({'Unemployment rate bins_15%+'}),frozenset({'Nacionality_1.0'}),0.9573590096286108
frozenset({'Target_Dropout'}),frozenset({'Nacionality_1.0'}),0.9573033707865168
"frozenset({""Father's occupation_7""})",frozenset({'Nacionality_1.0'}),0.9571428571428572
frozenset({'Age group_28-35'}),frozenset({'Nacionality_1.0'}),0.956949569495695
frozenset({'Course_9991'}),frozenset({'Application order_1'}),0.9566929133858267
frozenset({'Application order_1'}),frozenset({'Nacionality_1.0'}),0.9566748855230714
frozenset({'Age group_18-22'}),frozenset({'Nacionality_1.0'}),0.9565217391304348
frozenset({'Educational special needs_0'}),frozenset({'Nacionality_1.0'}),0.956172388604821
"frozenset({""Mother's occupation_2""})",frozenset({'International_0'}),0.956081081081081
frozenset({'Application mode_18'}),frozenset({'Nacionality_1.0'}),0.9557522123893806
"frozenset({""Father's occupation_6""})",frozenset({'International_0'}),0.9553571428571429
frozenset({'Application order_2'}),frozenset({'Previous qualification_1'}),0.9549902152641878
frozenset({'Daytime/evening attendance_1'}),frozenset({'Nacionality_1.0'}),0.9548037889039243
"frozenset({""Father's qualification_1""})",frozenset({'Marital status_1'}),0.9547079856972587
frozenset({'Application mode_7'}),frozenset({'Application order_1'}),0.9545454545454546
frozenset({'Marital status_1'}),frozenset({'Nacionality_1.0'}),0.9543230016313213
frozenset({'International_1'}),frozenset({'Daytime/evening attendance_1'}),0.9541284403669725
frozenset({'Target_Graduate'}),frozenset({'Debtor_0'}),0.9536903039073806
frozenset({'Tuition fees up to date_0'}),frozenset({'International_0'}),0.9536290322580645
"frozenset({""Father's qualification_1""})",frozenset({'International_0'}),0.9535160905840286
frozenset({'Gender_0.0'}),frozenset({'Nacionality_1.0'}),0.953392990305742
frozenset({'Displaced_0'}),frozenset({'Nacionality_1.0'}),0.9531914893617022
frozenset({'Age group_23-27'}),frozenset({'Nacionality_1.0'}),0.9529652351738241
frozenset({'Previous qualification_1'}),frozenset({'Nacionality_1.0'}),0.9528871014076414
"frozenset({""Mother's occupation_2""})",frozenset({'Daytime/evening attendance_1'}),0.9527027027027027
frozenset({'Application mode_43'}),frozenset({'International_0'}),0.9527027027027027
"frozenset({""Mother's qualification_1""})",frozenset({'Daytime/evening attendance_1'}),0.9526686807653575
frozenset({'Scholarship holder_0'}),frozenset({'Nacionality_1.0'}),0.9522588913809676
frozenset({'Unemployment rate bins_5-10%'}),frozenset({'Nacionality_1.0'}),0.9521044992743106
frozenset({'Course_9773'}),frozenset({'Previous qualification_1'}),0.952076677316294
frozenset({'Application order_3'}),frozenset({'Nacionality_1.0'}),0.9513888888888888
"frozenset({""Father's qualification_3""})",frozenset({'Marital status_1'}),0.9511278195488722
frozenset({'Application order_2'}),frozenset({'Daytime/evening attendance_1'}),0.9510763209393346
frozenset({'Application mode_1'}),frozenset({'Age group_18-22'}),0.9505632040050063
frozenset({'Course_9853'}),frozenset({'Gender_0.0'}),0.95
"frozenset({""Father's occupation_9""})",frozenset({'Nacionality_1.0'}),0.9498432601880877
"frozenset({""Mother's occupation_2""})",frozenset({'Nacionality_1.0'}),0.9493243243243243
frozenset({'Previous qualification_19'}),frozenset({'Application mode_39'}),0.9490445859872612
"frozenset({""Father's occupation_8""})",frozenset({'Nacionality_1.0'}),0.9475524475524476
"frozenset({""Mother's occupation_9""})",frozenset({'Nacionality_1.0'}),0.9469442578912022
"frozenset({""Mother's qualification_1""})",frozenset({'Nacionality_1.0'}),0.94662638469285
frozenset({'Course_9130'}),frozenset({'Application order_1'}),0.9461538461538461
frozenset({'Course_9130'}),frozenset({'International_0'}),0.9461538461538461
frozenset({'Application mode_43'}),frozenset({'Nacionality_1.0'}),0.9459459459459459
frozenset({'Course_9773'}),frozenset({'International_0'}),0.9456869009584664
"frozenset({""Mother's qualification_3""})",frozenset({'Daytime/evening attendance_1'}),0.945679012345679
frozenset({'Course_9254'}),frozenset({'Nacionality_1.0'}),0.9453781512605042
frozenset({'Course_9085'}),frozenset({'Marital status_1'}),0.9451612903225807
frozenset({'Target_Enrolled'}),frozenset({'Tuition fees up to date_1'}),0.9450402144772118
frozenset({'International_1'}),frozenset({'Marital status_1'}),0.944954128440367
frozenset({'Application order_6'}),frozenset({'Tuition fees up to date_1'}),0.9448818897637795
frozenset({'Application order_6'}),frozenset({'Debtor_0'}),0.9448818897637795
frozenset({'Course_171'}),frozenset({'Nacionality_1.0'}),0.9441624365482234
